5	9	0.696410	Normal
5	10	0.678486	Normal
5	11	0.633514	Normal
5	12	0.563285	Normal
5	13	0.470600	Normal
5	14	0.359153	Normal
5	15	0.233388	Normal
5	16	0.098319	Normal
5	17	-0.040670	Normal
5	18	-0.178037	Normal
5	19	-0.308307	Normal
5	20	-0.426285	Normal
5	21	-0.527269	Normal
5	22	-0.607233	Normal
5	23	-0.662988	Normal
5	24	-0.692311	Normal
5	25	-0.694035	Normal
5	26	-0.668089	Normal
5	27	-0.615509	Normal
5	28	-0.538390	Normal
5	29	-0.439808	Normal
5	30	-0.323691	Normal
5	31	-0.194671	Normal
5	32	-0.057889	Normal
6	1	0.000000	Normal
6	2	0.107341	Normal
6	3	0.210404	Normal
6	4	0.305078	Normal
6	5	0.387589	Normal
6	6	0.454649	Normal
6	7	0.503583	Normal
6	8	0.532441	Normal
6	9	0.540072	Normal
6	10	0.526172	Normal
6	11	0.491295	Normal
6	12	0.436832	Normal
6	13	0.364954	Normal
6	14	0.278527	Normal
6	15	0.180995	Normal
6	16	0.076247	Normal
6	17	-0.031540	Normal
6	18	-0.138069	Normal
6	19	-0.239095	Normal
6	20	-0.330588	Normal
6	21	-0.408902	Normal
6	22	-0.470914	Normal
6	23	-0.514153	Normal
6	24	-0.536894	Normal
6	25	-0.538230	Normal
6	26	-0.518109	Normal
6	27	-0.477333	Normal
6	28	-0.417526	Normal
6	29	-0.341075	Normal
6	30	-0.251026	Normal
6	31	-0.150969	Normal
6	32	-0.044893	Normal
7	1	0.000000	Normal
7	2	0.071989	Normal
7	3	0.141109	Normal
7	4	0.204603	Normal
7	5	0.259940	Normal
7	6	0.304914	Normal
7	7	0.337732	Normal
7	8	0.357085	Normal
7	9	0.362203	Normal
7	10	0.352881	Normal
7	11	0.329491	Normal
7	12	0.292965	Normal
7	13	0.244759	Normal
7	14	0.186796	Normal
7	15	0.121386	Normal
7	16	0.051136	Normal
7	17	-0.021152	Normal
7	18	-0.092597	Normal
7	19	-0.160351	Normal
7	20	-0.221711	Normal
7	21	-0.274233	Normal
7	22	-0.315822	Normal
7	23	-0.344820	Normal
7	24	-0.360072	Normal
7	25	-0.360968	Normal
7	26	-0.347474	Normal
7	27	-0.320127	Normal
7	28	-0.280017	Normal
7	29	-0.228744	Normal
7	30	-0.168352	Normal
7	31	-0.101248	Normal
7	32	-0.030108	Normal
8	1	0.000000	Normal
8	2	0.033767	Normal
8	3	0.066188	Normal
8	4	0.095971	Normal
8	5	0.121927	Normal
8	6	0.143022	Normal
8	7	0.158416	Normal
8	8	0.167494	Normal
8	9	0.169895	Normal
8	10	0.165522	Normal
8	11	0.154551	Normal
8	12	0.137418	Normal
8	13	0.114807	Normal
8	14	0.087618	Normal
8	15	0.056937	Normal
8	16	0.023986	Normal
8	17	-0.009922	Normal
8	18	-0.043434	Normal
8	19	-0.075214	Normal
8	20	-0.103996	Normal
8	21	-0.128632	Normal
8	22	-0.148139	Normal
8	23	-0.161741	Normal
8	24	-0.168895	Normal
8	25	-0.169315	Normal
8	26	-0.162986	Normal
8	27	-0.150158	Normal
8	28	-0.131345	Normal
8	29	-0.107295	Normal
8	30	-0.078967	Normal
8	31	-0.047491	Normal
8	32	-0.014122	Normal
9	1	-0.000000	Normal
9	2	-0.005801	Normal
9	3	-0.011371	Normal
9	4	-0.016487	Normal
9	5	-0.020946	Normal
9	6	-0.024571	Normal
9	7	-0.027215	Normal
9	8	-0.028775	Normal
9	9	-0.029187	Normal
9	10	-0.028436	Normal
9	11	-0.026551	Normal
9	12	-0.023608	Normal
9	13	-0.019723	Normal
9	14	-0.015052	Normal
9	15	-0.009781	Normal
9	16	-0.004121	Normal
9	17	0.001704	Normal
9	18	0.007462	Normal
9	19	0.012921	Normal
9	20	0.017866	Normal
9	21	0.022098	Normal
9	22	0.025450	Normal
9	23	0.027786	Normal
9	24	0.029015	Normal
9	25	0.029088	Normal
9	26	0.028000	Normal
9	27	0.025796	Normal
9	28	0.022564	Normal
9	29	0.018433	Normal
9	30	0.013566	Normal
9	31	0.008159	Normal
9	32	0.002426	Normal
10	1	-0.000000	Normal
10	2	-0.045138	Normal
10	3	-0.088477	Normal
10	4	-0.128288	Normal
10	5	-0.162985	Normal
10	6	-0.191184	Normal
10	7	-0.211761	Normal
10	8	-0.223896	Normal
10	9	-0.227105	Normal
10	10	-0.221260	Normal
10	11	-0.206594	Normal
10	12	-0.183692	Normal
10	13	-0.153467	Normal
10	14	-0.117123	Normal
10	15	-0.076110	Normal
10	16	-0.032063	Normal
10	17	0.013263	Normal
10	18	0.058059	Normal
10	19	0.100542	Normal
10	20	0.139015	Normal
10	21	0.171947	Normal
10	22	0.198024	Normal
10	23	0.216206	Normal
10	24	0.225769	Normal
10	25	0.226331	Normal
10	26	0.217870	Normal
10	27	0.200723	Normal
10	28	0.175574	Normal
10	29	0.143425	Normal
10	30	0.105559	Normal
10	31	0.063484	Normal
10	32	0.018878	Normal
11	1	-0.000000	Normal
11	2	-0.082676	Normal
11	3	-0.162055	Normal
11	4	-0.234974	Normal
11	5	-0.298525	Normal
11	6	-0.350175	Normal
11	7	-0.387865	Normal
11	8	-0.410092	Normal
11	9	-0.415969	Normal
11	10	-0.405264	Normal
11	11	-0.378401	Normal
11	12	-0.336453	Normal
11	13	-0.281092	Normal
11	14	-0.214524	Normal
11	15	-0.139404	Normal
11	16	-0.058727	Normal
11	17	0.024292	Normal
11	18	0.106343	Normal
11	19	0.184153	Normal
11	20	0.254623	Normal
11	21	0.314941	Normal
11	22	0.362704	Normal
11	23	0.396006	Normal
11	24	0.413521	Normal
11	25	0.414551	Normal
11	26	0.399053	Normal
11	27	0.367647	Normal
11	28	0.321583	Normal
11	29	0.262700	Normal
11	30	0.193343	Normal
11	31	0.116278	Normal
11	32	0.034577	Normal
12	1	-0.000000	Normal
12	2	-0.116917	Normal
12	3	-0.229173	Normal
12	4	-0.332293	Normal
12	5	-0.422165	Normal
12	6	-0.495207	Normal
12	7	-0.548506	Normal
12	8	-0.579938	Normal
12	9	-0.588250	Normal
12	10	-0.573110	Normal
12	11	-0.535123	Normal
12	12	-0.475801	Normal
12	13	-0.397511	Normal
12	14	-0.303373	Normal
12	15	-0.197141	Normal
12	16	-0.083049	Normal
12	17	0.034353	Normal
12	18	0.150386	Normal
12	19	0.260424	Normal
12	20	0.360079	Normal
12	21	0.445379	Normal
12	22	0.512923	Normal
12	23	0.560019	Normal
12	24	0.584788	Normal
12	25	0.586244	Normal
12	26	0.564328	Normal
12	27	0.519914	Normal
12	28	0.454773	Normal
12	29	0.371501	Normal
12	30	0.273419	Normal
12	31	0.164436	Normal
12	32	0.048898	Normal
13	1	-0.000000	Normal
13	2	-0.146498	Normal
13	3	-0.287155	Normal
13	4	-0.416364	Normal
13	5	-0.528974	Normal
13	6	-0.620495	Normal
13	7	-0.687280	Normal
13	8	-0.726664	Normal
13	9	-0.737079	Normal
13	10	-0.718109	Normal
13	11	-0.670510	Normal
13	12	-0.596180	Normal
13	13	-0.498082	Normal
13	14	-0.380127	Normal
13	15	-0.247018	Normal
13	16	-0.104061	Normal
13	17	0.043045	Normal
13	18	0.188434	Normal
13	19	0.326312	Normal
13	20	0.451180	Normal
13	21	0.558061	Normal
13	22	0.642694	Normal
13	23	0.701705	Normal
13	24	0.732742	Normal
13	25	0.734566	Normal
13	26	0.707105	Normal
13	27	0.651454	Normal
13	28	0.569832	Normal
13	29	0.465492	Normal
13	30	0.342595	Normal
13	31	0.206039	Normal
13	32	0.061270	Normal
14	1	-0.000000	Normal
14	2	-0.170238	Normal
14	3	-0.333688	Normal
14	4	-0.483836	Normal
14	5	-0.614694	Normal
14	6	-0.721047	Normal
14	7	-0.798654	Normal
14	8	-0.844421	Normal
14	9	-0.856523	Normal
14	10	-0.834479	Normal
14	11	-0.779167	Normal
14	12	-0.692791	Normal
14	13	-0.578797	Normal
14	14	-0.441727	Normal
14	15	-0.287048	Normal
14	16	-0.120924	Normal
14	17	0.050020	Normal
14	18	0.218970	Normal
14	19	0.379191	Normal
14	20	0.524294	Normal
14	21	0.648496	Normal
14	22	0.746843	Normal
14	23	0.815417	Normal
14	24	0.851483	Normal
14	25	0.853602	Normal
14	26	0.821691	Normal
14	27	0.757022	Normal
14	28	0.662173	Normal
14	29	0.540925	Normal
14	30	0.398112	Normal
14	31	0.239428	Normal
14	32	0.071198	Normal
15	1	-0.000000	Normal
15	2	-0.187191	Normal
15	3	-0.366919	Normal
15	4	-0.532019	Normal
15	5	-0.675909	Normal
15	6	-0.792853	Normal
15	7	-0.878188	Normal
15	8	-0.928513	Normal
15	9	-0.941821	Normal
15	10	-0.917581	Normal
15	11	-0.856760	Normal
15	12	-0.761783	Normal
15	13	-0.636436	Normal
15	14	-0.485717	Normal
15	15	-0.315633	Normal
15	16	-0.132966	Normal
15	17	0.055001	Normal
15	18	0.240777	Normal
15	19	0.416953	Normal
15	20	0.576506	Normal
15	21	0.713076	Normal
15	22	0.821218	Normal
15	23	0.896621	Normal
15	24	0.936278	Normal
15	25	0.938609	Normal
15	26	0.903520	Normal
15	27	0.832411	Normal
15	28	0.728116	Normal
15	29	0.594794	Normal
15	30	0.437759	Normal
15	31	0.263272	Normal
15	32	0.078289	Normal
16	1	-0.000000	Normal
16	2	-0.196681	Normal
16	3	-0.385521	Normal
16	4	-0.558992	Normal
16	5	-0.710177	Normal
16	6	-0.833050	Normal
16	7	-0.922712	Normal
16	8	-0.975588	Normal
16	9	-0.989570	Normal
16	10	-0.964102	Normal
16	11	-0.900198	Normal
16	12	-0.800405	Normal
16	13	-0.668703	Normal
16	14	-0.510342	Normal
16	15	-0.331636	Normal
16	16	-0.139708	Normal
16	17	0.057790	Normal
16	18	0.252984	Normal
16	19	0.438092	Normal
16	20	0.605735	Normal
16	21	0.749229	Normal
16	22	0.862853	Normal
16	23	0.942079	Normal
16	24	0.983747	Normal
16	25	0.986195	Normal
16	26	0.949328	Normal
16	27	0.874613	Normal
16	28	0.765031	Normal
16	29	0.624949	Normal
16	30	0.459953	Normal
16	31	0.276619	Normal
16	32	0.082258	Normal
17	1	-0.000000	Normal
17	2	-0.198331	Normal
17	3	-0.388754	Normal
17	4	-0.563680	Normal
17	5	-0.716133	Normal
17	6	-0.840036	Normal
17	7	-0.930450	Normal
17	8	-0.983769	Normal
17	9	-0.997869	Normal
17	10	-0.972187	Normal
17	11	-0.907747	Normal
17	12	-0.807118	Normal
17	13	-0.674311	Normal
17	14	-0.514622	Normal
17	15	-0.334417	Normal
17	16	-0.140879	Normal
17	17	0.058275	Normal
17	18	0.255105	Normal
17	19	0.441766	Normal
17	20	0.610815	Normal
17	21	0.755512	Normal
17	22	0.870090	Normal
17	23	0.949979	Normal
17	24	0.991997	Normal
17	25	0.994466	Normal
17	26	0.957289	Normal
17	27	0.881948	Normal
17	28	0.771447	Normal
17	29	0.630190	Normal
17	30	0.463810	Normal
17	31	0.278939	Normal
17	32	0.082948	Normal
18	1	-0.000000	Normal
18	2	-0.192073	Normal
18	3	-0.376489	Normal
18	4	-0.545895	Normal
18	5	-0.693539	Normal
18	6	-0.813533	Normal
18	7	-0.901094	Normal
18	8	-0.952731	Normal
18	9	-0.966386	Normal
18	10	-0.941514	Normal
18	11	-0.879107	Normal
18	12	-0.781653	Normal
18	13	-0.653037	Normal
18	14	-0.498386	Normal
18	15	-0.323866	Normal
18	16	-0.136435	Normal
18	17	0.056436	Normal
18	18	0.247057	Normal
18	19	0.427828	Normal
18	20	0.591543	Normal
18	21	0.731675	Normal
18	22	0.842638	Normal
18	23	0.920007	Normal
18	24	0.960699	Normal
18	25	0.963090	Normal
18	26	0.927086	Normal
18	27	0.854122	Normal
18	28	0.747107	Normal
18	29	0.610307	Normal
18	30	0.449177	Normal
18	31	0.270138	Normal
18	32	0.080331	Normal
19	1	-0.000000	Normal
19	2	-0.178158	Normal
19	3	-0.349214	Normal
19	4	-0.506348	Normal
19	5	-0.643295	Normal
19	6	-0.754596	Normal
19	7	-0.835814	Normal
19	8	-0.883710	Normal
19	9	-0.896376	Normal
19	10	-0.873306	Normal
19	11	-0.815420	Normal
19	12	-0.725026	Normal
19	13	-0.605727	Normal
19	14	-0.462280	Normal
19	15	-0.300403	Normal
19	16	-0.126551	Normal
19	17	0.052348	Normal
19	18	0.229159	Normal
19	19	0.396834	Normal
19	20	0.548689	Normal
19	21	0.678669	Normal
19	22	0.781593	Normal
19	23	0.853357	Normal
19	24	0.891101	Normal
19	25	0.893319	Normal
19	26	0.859923	Normal
19	27	0.792245	Normal
19	28	0.692983	Normal
19	29	0.566094	Normal
19	30	0.416636	Normal
19	31	0.250568	Normal
19	32	0.074511	Normal
20	1	-0.000000	Normal
20	2	-0.157141	Normal
20	3	-0.308017	Normal
20	4	-0.446614	Normal
20	5	-0.567406	Normal
20	6	-0.665576	Normal
20	7	-0.737213	Normal
20	8	-0.779459	Normal
20	9	-0.790630	Normal
20	10	-0.770282	Normal
20	11	-0.719225	Normal
20	12	-0.639495	Normal
20	13	-0.534270	Normal
20	14	-0.407745	Normal
20	15	-0.264965	Normal
20	16	-0.111621	Normal
20	17	0.046172	Normal
20	18	0.202125	Normal
20	19	0.350019	Normal
20	20	0.483960	Normal
20	21	0.598606	Normal
20	22	0.689388	Normal
20	23	0.752687	Normal
20	24	0.785977	Normal
20	25	0.787934	Normal
20	26	0.758478	Normal
20	27	0.698784	Normal
20	28	0.611232	Normal
20	29	0.499312	Normal
20	30	0.367485	Normal
20	31	0.221009	Normal
20	32	0.065721	Normal
21	1	-0.000000	Normal
21	2	-0.129859	Normal
21	3	-0.254541	Normal
21	4	-0.369075	Normal
21	5	-0.468895	Normal
21	6	-0.550022	Normal
21	7	-0.609221	Normal
21	8	-0.644133	Normal
21	9	-0.653365	Normal
21	10	-0.636549	Normal
21	11	-0.594356	Normal
21	12	-0.528469	Normal
21	13	-0.441512	Normal
21	14	-0.336954	Normal
21	15	-0.218963	Normal
21	16	-0.092242	Normal
21	17	0.038156	Normal
21	18	0.167033	Normal
21	19	0.289251	Normal
21	20	0.399937	Normal
21	21	0.494679	Normal
21	22	0.569700	Normal
21	23	0.622009	Normal
21	24	0.649520	Normal
21	25	0.651137	Normal
21	26	0.626795	Normal
21	27	0.577465	Normal
21	28	0.505113	Normal
21	29	0.412623	Normal
21	30	0.303684	Normal
21	31	0.182638	Normal
21	32	0.054311	Normal
22	1	-0.000000	Normal
22	2	-0.097400	Normal
22	3	-0.190917	Normal
22	4	-0.276822	Normal
22	5	-0.351692	Normal
22	6	-0.412540	Normal
22	7	-0.456942	Normal
22	8	-0.483127	Normal
22	9	-0.490052	Normal
22	10	-0.477439	Normal
22	11	-0.445793	Normal
22	12	-0.396374	Normal
22	13	-0.331153	Normal
22	14	-0.252730	Normal
22	15	-0.164232	Normal
22	16	-0.069186	Normal
22	17	0.028619	Normal
22	18	0.125282	Normal
22	19	0.216950	Normal
22	20	0.299970	Normal
22	21	0.371031	Normal
22	22	0.427299	Normal
22	23	0.466533	Normal
22	24	0.487168	Normal
22	25	0.488380	Normal
22	26	0.470123	Normal
22	27	0.433123	Normal
22	28	0.378856	Normal
22	29	0.309485	Normal
22	30	0.227776	Normal
22	31	0.136986	Normal
22	32	0.040735	Normal
23	1	-0.000000	Normal
23	2	-0.061058	Normal
23	3	-0.119681	Normal
23	4	-0.173533	Normal
23	5	-0.220467	Normal
23	6	-0.258612	Normal
23	7	-0.286446	Normal
23	8	-0.302861	Normal
23	9	-0.307202	Normal
23	10	-0.299295	Normal
23	11	-0.279457	Normal
23	12	-0.248478	Normal
23	13	-0.207592	Normal
23	14	-0.158431	Normal
23	15	-0.102953	Normal
23	16	-0.043371	Normal
23	17	0.017940	Normal
23	18	0.078536	Normal
23	19	0.136001	Normal
23	20	0.188044	Normal
23	21	0.232590	Normal
23	22	0.267864	Normal
23	23	0.292459	Normal
23	24	0.305394	Normal
23	25	0.306154	Normal
23	26	0.294709	Normal
23	27	0.271515	Normal
23	28	0.237496	Normal
23	29	0.194009	Normal
23	30	0.142788	Normal
23	31	0.085874	Normal
23	32	0.025536	Normal
24	1	-0.000000	Normal
24	2	-0.022281	Normal
24	3	-0.043674	Normal
24	4	-0.063326	Normal
24	5	-0.080453	Normal
24	6	-0.094373	Normal
24	7	-0.104531	Normal
24	8	-0.110521	Normal
24	9	-0.112105	Normal
24	10	-0.109219	Normal
24	11	-0.101980	Normal
24	12	-0.090675	Normal
24	13	-0.075755	Normal
24	14	-0.057815	Normal
24	15	-0.037570	Normal
24	16	-0.015827	Normal
24	17	0.006547	Normal
24	18	0.028660	Normal
24	19	0.049630	Normal
24	20	0.068621	Normal
24	21	0.084877	Normal
24	22	0.097749	Normal
24	23	0.106725	Normal
24	24	0.111445	Normal
24	25	0.111722	Normal
24	26	0.107546	Normal
24	27	0.099082	Normal
24	28	0.086667	Normal
24	29	0.070798	Normal
24	30	0.052106	Normal
24	31	0.031337	Normal
24	32	0.009319	Normal
25	1	0.000000	Normal
25	2	0.017383	Normal
25	3	0.034074	Normal
25	4	0.049406	Normal
25	5	0.062768	Normal
25	6	0.073628	Normal
25	7	0.081552	Normal
25	8	0.086226	Normal
25	9	0.087462	Normal
25	10	0.085211	Normal
25	11	0.079563	Normal
25	12	0.070743	Normal
25	13	0.059102	Normal
25	14	0.045106	Normal
25	15	0.029311	Normal
25	16	0.012348	Normal
25	17	-0.005108	Normal
25	18	-0.022360	Normal
25	19	-0.038720	Normal
25	20	-0.053537	Normal
25	21	-0.066219	Normal
25	22	-0.076262	Normal
25	23	-0.083264	Normal
25	24	-0.086947	Normal
25	25	-0.087163	Normal
25	26	-0.083905	Normal
25	27	-0.077301	Normal
25	28	-0.067616	Normal
25	29	-0.055235	Normal
25	30	-0.040652	Normal
25	31	-0.024449	Normal
25	32	-0.007270	Normal
26	1	0.000000	Normal
26	2	0.056355	Normal
26	3	0.110463	Normal
26	4	0.160168	Normal
26	5	0.203487	Normal
26	6	0.238693	Normal
26	7	0.264384	Normal
26	8	0.279535	Normal
26	9	0.283541	Normal
26	10	0.276244	Normal
26	11	0.257933	Normal
26	12	0.229340	Normal
26	13	0.191603	Normal
26	14	0.146228	Normal
26	15	0.095023	Normal
26	16	0.040030	Normal
26	17	-0.016559	Normal
26	18	-0.072487	Normal
26	19	-0.125526	Normal
26	20	-0.173561	Normal
26	21	-0.214676	Normal
26	22	-0.247233	Normal
26	23	-0.269934	Normal
26	24	-0.281873	Normal
26	25	-0.282574	Normal
26	26	-0.272011	Normal
26	27	-0.250603	Normal
26	28	-0.219204	Normal
26	29	-0.179066	Normal
26	30	-0.131790	Normal
26	31	-0.079260	Normal
26	32	-0.023569	Normal
27	1	0.000000	Normal
27	2	0.093080	Normal
27	3	0.182449	Normal
27	4	0.264544	Normal
27	5	0.336093	Normal
27	6	0.394243	Normal
27	7	0.436676	Normal
27	8	0.461700	Normal
27	9	0.468317	Normal
27	10	0.456264	Normal
27	11	0.426021	Normal
27	12	0.378794	Normal
27	13	0.316466	Normal
27	14	0.241521	Normal
27	15	0.156948	Normal
27	16	0.066117	Normal
27	17	-0.027349	Normal
27	18	-0.119725	Normal
27	19	-0.207328	Normal
27	20	-0.286666	Normal
27	21	-0.354575	Normal
27	22	-0.408348	Normal
27	23	-0.445841	Normal
27	24	-0.465561	Normal
27	25	-0.466720	Normal
27	26	-0.449272	Normal
27	27	-0.413913	Normal
27	28	-0.362053	Normal
27	29	-0.295759	Normal
27	30	-0.217674	Normal
27	31	-0.130911	Normal
27	32	-0.038929	Normal
28	1	0.000000	Normal
28	2	0.126094	Normal
28	3	0.247161	Normal
28	4	0.358375	Normal
28	5	0.455301	Treasure
28	6	0.534076	Normal
28	7	0.591559	Normal
28	8	0.625458	Normal
28	9	0.634422	Normal
28	10	0.618094	Normal
28	11	0.577125	Normal
28	12	0.513147	Normal
28	13	0.428712	Normal
28	14	0.327185	Normal
28	15	0.212615	Normal
28	16	0.089568	Normal
28	17	-0.037050	Normal
28	18	-0.162190	Normal
28	19	-0.280865	Normal
28	20	-0.388342	Normal
28	21	-0.480337	Normal
28	22	-0.553183	Normal
28	23	-0.603975	Normal
28	24	-0.630689	Normal
28	25	-0.632259	Normal
28	26	-0.608622	Normal
28	27	-0.560722	Normal
28	28	-0.490468	Normal
28	29	-0.400660	Normal
28	30	-0.294880	Normal
28	31	-0.177343	Normal
28	32	-0.052736	Normal
29	1	0.000000	Normal
29	2	0.154081	Normal
29	3	0.302020	Normal
29	4	0.437917	Normal
29	5	0.556357	Normal
29	6	0.652616	Normal
29	7	0.722858	Normal
29	8	0.764281	Normal
29	9	0.775235	Normal
29	10	0.755283	Normal
29	11	0.705220	Normal
29	12	0.627042	Normal
29	13	0.523866	Normal
29	14	0.399805	Normal
29	15	0.259805	Normal
29	16	0.109448	Normal
29	17	-0.045273	Normal
29	18	-0.198189	Normal
29	19	-0.343204	Normal
29	20	-0.474536	Normal
29	21	-0.586950	Normal
29	22	-0.675964	Normal
29	23	-0.738030	Normal
29	24	-0.770673	Normal
29	25	-0.772591	Normal
29	26	-0.743709	Normal
29	27	-0.685177	Normal
29	28	-0.599330	Normal
29	29	-0.489589	Normal
29	30	-0.360330	Normal
29	31	-0.216705	Normal
29	32	-0.064441	Normal
30	1	0.000000	Normal
30	2	0.175926	Normal
30	3	0.344838	Normal
30	4	0.500002	Normal
30	5	0.635233	Normal
30	6	0.745139	Normal
30	7	0.825339	Normal
30	8	0.872635	Normal
30	9	0.885142	Normal
30	10	0.862361	Normal
30	11	0.805201	Normal
30	12	0.715939	Normal
30	13	0.598136	Normal
30	14	0.456487	Normal
30	15	0.296639	Treasure
30	16	0.124965	Normal
30	17	-0.051691	Normal
30	18	-0.226287	Normal
30	19	-0.391860	Normal
30	20	-0.541812	Normal
30	21	-0.670163	Normal
30	22	-0.771797	Normal
30	23	-0.842662	Normal
30	24	-0.879933	Normal
30	25	-0.882123	Normal
30	26	-0.849146	Normal
30	27	-0.782316	Normal
30	28	-0.684298	Normal
30	29	-0.558999	Normal
30	30	-0.411414	Normal
30	31	-0.247428	Normal
30	32	-0.073577	Normal
31	1	0.000000	Normal
31	2	0.190756	Normal
31	3	0.373908	Normal
31	4	0.542153	Normal
31	5	0.688784	Normal
31	6	0.807955	Normal
31	7	0.894916	Normal
31	8	0.946200	Normal
31	9	0.959761	Normal
31	10	0.935060	Normal
31	11	0.873080	Normal
31	12	0.776294	Normal
31	13	0.648560	Normal
31	14	0.494969	Normal
31	15	0.321646	Normal
31	16	0.135499	Normal
31	17	-0.056049	Normal
31	18	-0.245363	Normal
31	19	-0.424895	Normal
31	20	-0.587488	Normal
31	21	-0.726659	Normal
31	22	-0.836861	Normal
31	23	-0.913700	Normal
31	24	-0.954113	Normal
31	25	-0.956488	Normal
31	26	-0.920731	Normal
31	27	-0.848267	Normal
31	28	-0.741985	Normal
31	29	-0.606123	Normal
31	30	-0.446097	Normal
31	31	-0.268286	Normal
31	32	-0.079780	Normal
32	1	0.000000	Normal
32	2	0.197982	Normal
32	3	0.388072	Normal
32	4	0.562690	Normal
32	5	0.714876	Normal
32	6	0.838561	Normal
32	7	0.928816	Normal
32	8	0.982042	Normal
32	9	0.996117	Normal
32	10	0.970480	Normal
32	11	0.906153	Normal
32	12	0.805701	Normal
32	13	0.673127	Normal
32	14	0.513719	Normal
32	15	0.333830	Normal
32	16	0.140632	Normal
32	17	-0.058172	Normal
32	18	-0.254657	Normal
32	19	-0.440990	Normal
32	20	-0.609742	Normal
32	21	-0.754186	Normal
32	22	-0.868562	Normal
32	23	-0.948312	Normal
32	24	-0.990255	Normal
32	25	-0.992720	Normal
32	26	-0.955608	Normal
32	27	-0.880400	Normal
32	28	-0.770092	Normal
32	29	-0.629084	Normal
32	30	-0.462996	Normal
32	31	-0.278449	Normal
32	32	-0.082802	Normal
